model,model_key,protocol,degree,task,seed,split,geometry_id,beta1,beta2,harmonic_dimension,basis_index,probe_mode,pure_harmonic_identity_error,harmonic_preservation_error,harmonic_to_nonharmonic_leakage,predicted_norm,coefficient_identity_error
GNOT,gnot,D,2,D-k2,0,test_ood,PD_test_ood_0132_b33,3,3,3,0,combined,0.5476596355438232,0.47442877292633057,0.2735843360424042,0.5990530252456665,0.47442880272865295
GNOT,gnot,D,2,D-k2,0,test_ood,PD_test_ood_0199_b33,3,3,3,0,combined,0.4193832576274872,0.33975493907928467,0.24586360156536102,0.7084258794784546,0.3397549092769623
GAOT,gaot,A,1,A-k1,0,test_iid,PA_test_iid_0000_b11,1,1,1,0,combined,0.44409361481666565,0.4390147626399994,0.06697136163711548,0.5649686455726624,0.4390147924423218
GAOT,gaot,A,1,A-k1,0,test_iid,PA_test_iid_0066_b11,1,1,1,0,combined,0.44057464599609375,0.432512104511261,0.08390005677938461,0.5736563801765442,0.43251222372055054
GAOT,gaot,A,1,A-k1,0,test_iid,PA_test_iid_0132_b11,1,1,1,0,combined,0.4434497058391571,0.43686339259147644,0.07614447921514511,0.5682612061500549,0.43686342239379883
GAOT,gaot,A,1,A-k1,0,test_iid,PA_test_iid_0199_b11,1,1,1,0,combined,0.44523581862449646,0.4396597146987915,0.07024436444044113,0.5647260546684265,0.43965965509414673
GAOT,gaot,A,1,A-k1,0,test_ood,PA_test_ood_0000_b11,1,1,1,0,combined,0.43556350469589233,0.43013715744018555,0.06853882223367691,0.5739697217941284,0.4301369786262512
GAOT,gaot,A,1,A-k1,0,test_ood,PA_test_ood_0066_b11,1,1,1,0,combined,0.4572538733482361,0.4507223665714264,0.07700946927070618,0.5546497702598572,0.450722336769104
GAOT,gaot,A,1,A-k1,0,test_ood,PA_test_ood_0132_b11,1,1,1,0,combined,0.4572280943393707,0.4522997736930847,0.0669516772031784,0.5517772436141968,0.45229965448379517
GAOT,gaot,A,1,A-k1,0,test_ood,PA_test_ood_0199_b11,1,1,1,0,combined,0.4469531774520874,0.44212085008621216,0.06554580479860306,0.5617164373397827,0.44212090969085693
GAOT,gaot,A,2,A-k2,0,test_iid,PA_test_iid_0000_b11,1,1,1,0,combined,0.6881219148635864,0.6860423684120178,0.053452473133802414,0.31847503781318665,0.6860427260398865
GAOT,gaot,A,2,A-k2,0,test_iid,PA_test_iid_0066_b11,1,1,1,0,combined,0.7102401256561279,0.7076129913330078,0.06102573126554489,0.2986871004104614,0.7076136469841003
GAOT,gaot,A,2,A-k2,0,test_iid,PA_test_iid_0132_b11,1,1,1,0,combined,0.7010664939880371,0.6982138752937317,0.06317674368619919,0.3083277940750122,0.6982141137123108
GAOT,gaot,A,2,A-k2,0,test_iid,PA_test_iid_0199_b11,1,1,1,0,combined,0.6755489110946655,0.6733195185661316,0.05483001098036766,0.33124926686286926,0.6733202338218689
GAOT,gaot,A,2,A-k2,0,test_ood,PA_test_ood_0000_b11,1,1,1,0,combined,0.7060890197753906,0.7041659355163574,0.052073970437049866,0.30038201808929443,0.7041662335395813
GAOT,gaot,A,2,A-k2,0,test_ood,PA_test_ood_0066_b11,1,1,1,0,combined,0.6953884959220886,0.6931455135345459,0.05580088496208191,0.31188634037971497,0.6931459903717041
GAOT,gaot,A,2,A-k2,0,test_ood,PA_test_ood_0132_b11,1,1,1,0,combined,0.6983242630958557,0.6959720849990845,0.05726081505417824,0.30937260389328003,0.6959726810455322
GAOT,gaot,A,2,A-k2,0,test_ood,PA_test_ood_0199_b11,1,1,1,0,combined,0.7098206877708435,0.7075686454772949,0.05649310722947121,0.2978377640247345,0.7075691223144531
GAOT,gaot,B,1,B-k1,0,test_iid,PB_test_iid_0000_b10,1,0,1,0,combined,0.47161152958869934,0.4676169753074646,0.061251915991306305,0.5358949899673462,0.4676170349121094
GAOT,gaot,B,1,B-k1,0,test_iid,PB_test_iid_0066_b10,1,0,1,0,combined,0.4881210923194885,0.4833674728870392,0.06795711815357208,0.5210829377174377,0.483367383480072
GAOT,gaot,B,1,B-k1,0,test_iid,PB_test_iid_0132_b10,1,0,1,0,combined,0.4728934168815613,0.4684552550315857,0.06463605165481567,0.5354601740837097,0.4684551954269409
GAOT,gaot,B,1,B-k1,0,test_iid,PB_test_iid_0198_b10,1,0,1,0,combined,0.4897175431251526,0.4860580563545227,0.059756189584732056,0.5174041986465454,0.4860580563545227
GAOT,gaot,B,1,B-k1,0,test_ood,PB_test_ood_0000_b30,3,0,3,0,combined,0.4673963189125061,0.4639572501182556,0.056594714522361755,0.5390638709068298,0.463957279920578
GAOT,gaot,B,1,B-k1,0,test_ood,PB_test_ood_0066_b30,3,0,3,0,combined,0.48358479142189026,0.4788239002227783,0.0676899328827858,0.5256578922271729,0.4788239598274231
GAOT,gaot,B,1,B-k1,0,test_ood,PB_test_ood_0132_b30,3,0,3,0,combined,0.47329628467559814,0.4694702923297882,0.06005844101309776,0.5340932607650757,0.46947038173675537
GAOT,gaot,B,1,B-k1,0,test_ood,PB_test_ood_0199_b30,3,0,3,0,combined,0.4746175706386566,0.47112590074539185,0.05746479704976082,0.5320500135421753,0.4711257815361023
GAOT,gaot,C,2,C-k2,0,test_iid,PC_test_iid_0000_b01,0,1,1,0,combined,0.7706531882286072,0.7691466808319092,0.0481598936021328,0.23582306504249573,0.7691469192504883
GAOT,gaot,C,2,C-k2,0,test_iid,PC_test_iid_0066_b01,0,1,1,0,combined,0.7696273922920227,0.7677319645881653,0.053978949785232544,0.23845773935317993,0.7677321434020996
GAOT,gaot,C,2,C-k2,0,test_iid,PC_test_iid_0132_b01,0,1,1,0,combined,0.7660875916481018,0.7651143074035645,0.038607046008110046,0.23803754150867462,0.7651140689849854
GAOT,gaot,C,2,C-k2,0,test_iid,PC_test_iid_0199_b02,0,2,2,0,combined,0.7668691277503967,0.7654504179954529,0.04662281274795532,0.23915381729602814,0.7654504179954529
GAOT,gaot,C,2,C-k2,0,test_ood,PC_test_ood_0000_b03,0,3,3,0,combined,0.7749794721603394,0.7738093733787537,0.042570143938064575,0.23017458617687225,0.7738093733787537
GAOT,gaot,C,2,C-k2,0,test_ood,PC_test_ood_0066_b03,0,3,3,0,combined,0.7672058939933777,0.766234815120697,0.03859274461865425,0.23711583018302917,0.7662346363067627
GAOT,gaot,C,2,C-k2,0,test_ood,PC_test_ood_0132_b03,0,3,3,0,combined,0.7662649750709534,0.764447808265686,0.05274226889014244,0.241692915558815,0.7644477486610413
GAOT,gaot,C,2,C-k2,0,test_ood,PC_test_ood_0199_b03,0,3,3,0,combined,0.7697727680206299,0.7686136960983276,0.042225878685712814,0.23522156476974487,0.7686136960983276
GAOT,gaot,D,1,D-k1,0,test_iid,PD_test_iid_0000_b10,1,0,1,0,combined,0.49694153666496277,0.4939606189727783,0.05434901639819145,0.5089495778083801,0.49396055936813354
GAOT,gaot,D,1,D-k1,0,test_iid,PD_test_iid_0066_b21,2,1,2,0,combined,0.48429474234580994,0.4815194308757782,0.051773302257061005,0.5210851430892944,0.4815194308757782
GAOT,gaot,D,1,D-k1,0,test_iid,PD_test_iid_0131_b22,2,2,2,0,combined,0.47556331753730774,0.4724656641483307,0.05419052019715309,0.5303680896759033,0.47246575355529785
GAOT,gaot,D,1,D-k1,0,test_iid,PD_test_iid_0198_b10,1,0,1,0,combined,0.49784040451049805,0.4953594207763672,0.049639277160167694,0.5070760250091553,0.4953594207763672
GAOT,gaot,D,1,D-k1,0,test_ood,PD_test_ood_0000_b33,3,3,3,0,combined,0.46859925985336304,0.4669123589992523,0.039724819362163544,0.5345759987831116,0.4669123888015747
GAOT,gaot,D,1,D-k1,0,test_ood,PD_test_ood_0066_b33,3,3,3,0,combined,0.47042039036750793,0.4686875343322754,0.040340572595596313,0.5328801274299622,0.468687504529953
GAOT,gaot,D,1,D-k1,0,test_ood,PD_test_ood_0132_b33,3,3,3,0,combined,0.46861007809638977,0.4669371545314789,0.03956155106425285,0.5345330834388733,0.4669371247291565
GAOT,gaot,D,1,D-k1,0,test_ood,PD_test_ood_0199_b33,3,3,3,0,combined,0.4787365198135376,0.4766697883605957,0.04443621262907982,0.5252695679664612,0.4766697287559509
GAOT,gaot,D,2,D-k2,0,test_iid,PD_test_iid_0001_b01,0,1,1,0,combined,0.8291222453117371,0.8287689089775085,0.024203667417168617,0.17293325066566467,0.8287689089775085
GAOT,gaot,D,2,D-k2,0,test_iid,PD_test_iid_0066_b21,2,1,1,0,combined,0.8199169635772705,0.8195829391479492,0.023365814238786697,0.1819228231906891,0.8195840120315552
GAOT,gaot,D,2,D-k2,0,test_iid,PD_test_iid_0133_b11,1,1,1,0,combined,0.8296006321907043,0.8293302655220032,0.021168604493141174,0.17197726666927338,0.829330563545227
GAOT,gaot,D,2,D-k2,0,test_iid,PD_test_iid_0199_b01,0,1,1,0,combined,0.8265976905822754,0.8261987566947937,0.025674188509583473,0.17568717896938324,0.826198935508728
GAOT,gaot,D,2,D-k2,0,test_ood,PD_test_ood_0000_b33,3,3,3,0,combined,0.8220590353012085,0.821749746799469,0.022546738386154175,0.1797264963388443,0.821749746799469
GAOT,gaot,D,2,D-k2,0,test_ood,PD_test_ood_0066_b33,3,3,3,0,combined,0.8230030536651611,0.822689414024353,0.02270914800465107,0.1788281798362732,0.8226897716522217
GAOT,gaot,D,2,D-k2,0,test_ood,PD_test_ood_0132_b33,3,3,3,0,combined,0.8246889114379883,0.8243817090988159,0.022506041452288628,0.1771104633808136,0.8243818283081055
GAOT,gaot,D,2,D-k2,0,test_ood,PD_test_ood_0199_b33,3,3,3,0,combined,0.8188222646713257,0.8185126185417175,0.022514626383781433,0.18289059400558472,0.8185127377510071
TNO,tno,A,1,A-k1,0,test_iid,PA_test_iid_0000_b11,1,1,1,0,combined,0.056163474917411804,0.006743359845131636,0.055757179856300354,1.0082862377166748,0.006743431091308594
TNO,tno,A,1,A-k1,0,test_iid,PA_test_iid_0066_b11,1,1,1,0,combined,0.09309308230876923,0.0027423447463661432,0.0930526852607727,1.007050633430481,0.002742171287536621
TNO,tno,A,1,A-k1,0,test_iid,PA_test_iid_0132_b11,1,1,1,0,combined,0.0945466086268425,0.0040667979046702385,0.09445910900831223,1.0085002183914185,0.004066944122314453
TNO,tno,A,1,A-k1,0,test_iid,PA_test_iid_0199_b11,1,1,1,0,combined,0.07822038978338242,0.0017666826024651527,0.07820043712854385,1.0048142671585083,0.001766800880432129
TNO,tno,A,1,A-k1,0,test_ood,PA_test_ood_0000_b11,1,1,1,0,combined,0.09225601702928543,0.01019204966723919,0.09169130772352219,0.9940457940101624,0.01019197702407837
TNO,tno,A,1,A-k1,0,test_ood,PA_test_ood_0066_b11,1,1,1,0,combined,0.05226374790072441,0.014054754748940468,0.05033848434686661,1.015303373336792,0.01405477523803711
TNO,tno,A,1,A-k1,0,test_ood,PA_test_ood_0132_b11,1,1,1,0,combined,0.05636831000447273,0.01209980994462967,0.05505434423685074,1.0135960578918457,0.012099981307983398
TNO,tno,A,1,A-k1,0,test_ood,PA_test_ood_0199_b11,1,1,1,0,combined,0.053682953119277954,0.005567062180489302,0.05339350923895836,1.0069836378097534,0.005566835403442383
TNO,tno,A,2,A-k2,0,test_iid,PA_test_iid_0000_b11,1,1,1,0,combined,0.20987842977046967,0.038678303360939026,0.20628364384174347,1.0589643716812134,0.03867793083190918
TNO,tno,A,2,A-k2,0,test_iid,PA_test_iid_0066_b11,1,1,1,0,combined,0.11352825164794922,0.023004844784736633,0.11117301881313324,0.9833000898361206,0.023005187511444092
TNO,tno,A,2,A-k2,0,test_iid,PA_test_iid_0132_b11,1,1,1,0,combined,0.3155801594257355,0.17809224128723145,0.2605263888835907,1.2065551280975342,0.17809152603149414
TNO,tno,A,2,A-k2,0,test_iid,PA_test_iid_0199_b11,1,1,1,0,combined,0.21194186806678772,0.036284301429986954,0.20881283283233643,1.0571130514144897,0.03628385066986084
TNO,tno,A,2,A-k2,0,test_ood,PA_test_ood_0000_b11,1,1,1,0,combined,0.4614068865776062,0.2857361137866974,0.3622860014438629,1.3358025550842285,0.2857356071472168
TNO,tno,A,2,A-k2,0,test_ood,PA_test_ood_0066_b11,1,1,1,0,combined,0.3900899589061737,0.16925257444381714,0.35145941376686096,1.2209322452545166,0.16925227642059326
TNO,tno,A,2,A-k2,0,test_ood,PA_test_ood_0132_b11,1,1,1,0,combined,0.2871990203857422,0.1884915679693222,0.21668915450572968,1.2080837488174438,0.1884911060333252
TNO,tno,A,2,A-k2,0,test_ood,PA_test_ood_0199_b11,1,1,1,0,combined,0.25795790553092957,0.1436910629272461,0.21423156559467316,1.1635825634002686,0.14369046688079834
TNO,tno,B,1,B-k1,0,test_iid,PB_test_iid_0000_b10,1,0,1,0,combined,0.06194593384861946,0.006174473091959953,0.06163744628429413,0.9957351088523865,0.006174325942993164
TNO,tno,B,1,B-k1,0,test_iid,PB_test_iid_0066_b10,1,0,1,0,combined,0.07598608732223511,0.02913934923708439,0.07017681002616882,1.031529188156128,0.029139280319213867
TNO,tno,B,1,B-k1,0,test_iid,PB_test_iid_0132_b10,1,0,1,0,combined,0.06008337438106537,0.003525785868987441,0.05997983366250992,1.0053166151046753,0.0035257339477539062
TNO,tno,B,1,B-k1,0,test_iid,PB_test_iid_0198_b10,1,0,1,0,combined,0.15381059050559998,0.021631602197885513,0.15228188037872314,1.0329186916351318,0.021631598472595215
TNO,tno,B,1,B-k1,0,test_ood,PB_test_ood_0000_b30,3,0,3,0,combined,0.8830558061599731,0.12949274480342865,0.8735097050666809,1.4223201274871826,0.1294926404953003
TNO,tno,B,1,B-k1,0,test_ood,PB_test_ood_0066_b30,3,0,3,0,combined,0.8874720931053162,0.13915817439556122,0.8764939904212952,1.399608850479126,0.13915811479091644
TNO,tno,B,1,B-k1,0,test_ood,PB_test_ood_0132_b30,3,0,3,0,combined,0.8509083390235901,0.09699703007936478,0.8453617691993713,1.3550387620925903,0.09699705988168716
TNO,tno,B,1,B-k1,0,test_ood,PB_test_ood_0199_b30,3,0,3,0,combined,0.7644084095954895,0.05456417053937912,0.7624585032463074,1.2927011251449585,0.054564375430345535
TNO,tno,C,2,C-k2,0,test_iid,PC_test_iid_0000_b01,0,1,1,0,combined,0.32250186800956726,0.19812247157096863,0.2544699013233185,1.2248479127883911,0.19812250137329102
TNO,tno,C,2,C-k2,0,test_iid,PC_test_iid_0066_b01,0,1,1,0,combined,0.3485218584537506,0.14533044397830963,0.31677520275115967,1.188330054283142,0.14533019065856934
TNO,tno,C,2,C-k2,0,test_iid,PC_test_iid_0132_b01,0,1,1,0,combined,0.14022590219974518,0.005944402888417244,0.14009983837604523,1.0156536102294922,0.005944371223449707
TNO,tno,C,2,C-k2,0,test_iid,PC_test_iid_0199_b02,0,2,2,0,combined,0.4074430465698242,0.2966803014278412,0.27926793694496155,1.325133204460144,0.2966802418231964
TNO,tno,C,2,C-k2,0,test_ood,PC_test_ood_0000_b03,0,3,3,0,combined,0.3852978050708771,0.28469592332839966,0.2596202790737152,1.2890242338180542,0.2846953868865967
TNO,tno,C,2,C-k2,0,test_ood,PC_test_ood_0066_b03,0,3,3,0,combined,0.21405352652072906,0.0828312486410141,0.197377547621727,1.0473723411560059,0.08283115178346634
TNO,tno,C,2,C-k2,0,test_ood,PC_test_ood_0132_b03,0,3,3,0,combined,0.21724426746368408,0.04107074812054634,0.21332664787769318,0.9995284080505371,0.041070710867643356
TNO,tno,C,2,C-k2,0,test_ood,PC_test_ood_0199_b03,0,3,3,0,combined,0.45261067152023315,0.36094897985458374,0.2730792164802551,1.3874218463897705,0.3609493374824524
TNO,tno,D,1,D-k1,0,test_iid,PD_test_iid_0000_b10,1,0,1,0,combined,0.10666638612747192,0.0552896149456501,0.09121830016374588,1.0592247247695923,0.055289506912231445
TNO,tno,D,1,D-k1,0,test_iid,PD_test_iid_0066_b21,2,1,2,0,combined,0.6015095114707947,0.06585562229156494,0.5978935956954956,1.197244644165039,0.06585569679737091
TNO,tno,D,1,D-k1,0,test_iid,PD_test_iid_0131_b22,2,2,2,0,combined,0.7003147602081299,0.1380852609872818,0.6865662336349487,1.262060284614563,0.1380852311849594
TNO,tno,D,1,D-k1,0,test_iid,PD_test_iid_0198_b10,1,0,1,0,combined,0.07837514579296112,0.04456351697444916,0.06447292119264603,1.0465513467788696,0.04456353187561035
TNO,tno,D,1,D-k1,0,test_ood,PD_test_ood_0000_b33,3,3,3,0,combined,0.7155696153640747,0.13908356428146362,0.7019228339195251,1.302297830581665,0.13908348977565765
TNO,tno,D,1,D-k1,0,test_ood,PD_test_ood_0066_b33,3,3,3,0,combined,0.6966968774795532,0.08975300192832947,0.6908913850784302,1.253798007965088,0.08975286781787872
TNO,tno,D,1,D-k1,0,test_ood,PD_test_ood_0132_b33,3,3,3,0,combined,0.6231892704963684,0.1003597304224968,0.6150550842285156,1.1979085206985474,0.10035957396030426
TNO,tno,D,1,D-k1,0,test_ood,PD_test_ood_0199_b33,3,3,3,0,combined,0.5543258190155029,0.06976847350597382,0.5499176383018494,1.1487081050872803,0.06976836919784546
TNO,tno,D,2,D-k2,0,test_iid,PD_test_iid_0001_b01,0,1,1,0,combined,0.37378889322280884,0.2907540500164032,0.2349046766757965,1.3119550943374634,0.2907543182373047
TNO,tno,D,2,D-k2,0,test_iid,PD_test_iid_0066_b21,2,1,1,0,combined,0.2810019254684448,0.04767366126179695,0.2769283354282379,0.9917734861373901,0.04767376184463501
TNO,tno,D,2,D-k2,0,test_iid,PD_test_iid_0133_b11,1,1,1,0,combined,0.1511865109205246,0.055346377193927765,0.14069165289402008,1.0646830797195435,0.055346131324768066
TNO,tno,D,2,D-k2,0,test_iid,PD_test_iid_0199_b01,0,1,1,0,combined,0.3530385494232178,0.20285293459892273,0.28894105553627014,1.2370699644088745,0.20285284519195557
TNO,tno,D,2,D-k2,0,test_ood,PD_test_ood_0000_b33,3,3,3,0,combined,0.3237076699733734,0.16366249322891235,0.27928707003593445,1.1660631895065308,0.16366231441497803
TNO,tno,D,2,D-k2,0,test_ood,PD_test_ood_0066_b33,3,3,3,0,combined,0.5076771378517151,0.3714967966079712,0.34601470828056335,1.4001414775848389,0.37149667739868164
TNO,tno,D,2,D-k2,0,test_ood,PD_test_ood_0132_b33,3,3,3,0,combined,0.3963451683521271,0.24441297352313995,0.3120124340057373,1.2205085754394531,0.2444130778312683
TNO,tno,D,2,D-k2,0,test_ood,PD_test_ood_0199_b33,3,3,3,0,combined,0.2541296184062958,0.07045971602201462,0.2441665083169937,1.0785679817199707,0.07045971602201462
