model,protocol,degree,task,variable,scope,n,n_geometries,n_unique_x,x_min,x_max,x_mean,x_sd,y_mean,y_median,y_sd,status,intercept,slope,slope_se_cluster,slope_ci95_low,slope_ci95_high,p_cluster,standardized_slope,r2,pearson_r,pearson_p,spearman_rho,spearman_p
GAOT,C,2,C-k2,beta_total,all,1600,400,4,0.0,3.0,2.0025,1.1525293716301959,0.7289827808737752,0.7704966068267816,0.15423100136486523,ok,0.5617182157859237,0.0835278727030469,0.003854339493690288,0.07595052148465557,0.09110522392143823,2.135922969579614e-69,0.624182724537378,0.389604073610904,0.6241827245373779,1.6144976367299888e-173,0.5354759881979297,2.0815070140647132e-119
GAOT,C,2,C-k2,rho_H,all,1600,400,4,0.0,0.5,0.19715278002433478,0.19777344145938522,0.7289827808737752,0.7704966068267816,0.15423100136486523,ok,0.6827232638777057,0.23463791375581738,0.026371256062576107,0.1827939416346819,0.2864818858769529,2.016878330361717e-17,0.3008808040515634,0.0905292582467151,0.30088080405156314,7.783963714361246e-35,0.32708453462407594,3.3083076205871886e-41
GAOT,C,2,C-k2,log_lambda1_positive,all,1600,400,344,2.507009414956816,2.6964556261107866,2.6250755100023775,0.038772774080661244,0.7289827808737752,0.7704966068267816,0.15423100136486523,ok,5.951901896746795,-1.9896262396917752,0.15707799894174987,-2.2984301653999815,-1.6808223139835692,3.863996723644417e-31,-0.5001804307424959,0.25018046330074406,-0.5001804307454903,4.904469335461622e-102,-0.47358488177004726,3.139475505898006e-90
GAOT,C,2,C-k2,initial_rayleigh_quotient,all,1600,400,1600,9.48354991510157,35.86134226126692,19.505883276152996,5.252073034994045,0.7289827808737752,0.7704966068267816,0.15423100136486523,ok,0.6711479930378008,0.002964991998423372,0.0007684501071909103,0.0014542749571434899,0.004475709039703254,0.00013305355701427748,0.10096773272613904,0.010194483051856995,0.1009677327261384,5.212342605446863e-05,0.14271308211448522,9.841853390957683e-09
GAOT,C,2,C-k2,target_norm_retention,all,1600,400,1600,0.0773368681080183,0.7198841721577247,0.4061981572020235,0.22695665927430905,0.7289827808737752,0.7704966068267816,0.15423100136486523,ok,0.6440509670098133,0.20908960899524853,0.025180293108061334,0.15958698345482414,0.2585922345356729,1.5848529187191553e-15,0.30768314234224703,0.09466891608159933,0.3076831423422469,1.988657240625631e-36,0.18825878642921345,3.13911616986178e-14
GAOT,D,0,D-k0,log_nk,all,1600,400,245,7.383989457978509,8.154500175151941,7.958374634959847,0.23199193460850195,0.3158247861359264,0.3119454532861705,0.023665432676304825,ok,0.4288851015033014,-0.014206458046186372,0.0026505252172381397,-0.019417197919281263,-0.008995718173091482,1.4118720714290533e-07,-0.13926572698454065,0.01939494271253428,-0.13926572698454692,2.22468524505284e-08,-0.1755048319000812,1.5532867418506874e-12
GAOT,D,0,D-k0,beta_k,all,1600,400,1,1.0,1.0,1.0,0.0,0.3158247861359264,0.3119454532861705,0.023665432676304825,constant_predictor,,,,,,,,,,,,
GAOT,D,0,D-k0,beta_total,all,1600,400,6,0.0,6.0,3.995,2.165157024464477,0.3158247861359264,0.3119454532861705,0.023665432676304825,ok,0.3210294698231665,-0.0013027994210863976,0.0002818797420277061,-0.001856954500105781,-0.0007486443420670142,5.143347260325908e-06,-0.11919348175948535,0.014207086093948496,-0.11919348175948466,1.7436793950778625e-06,-0.17082464268272649,6.05876884873955e-12
GAOT,D,0,D-k0,rho_H,all,1600,400,1,0.0,0.0,0.0,0.0,0.3158247861359264,0.3119454532861705,0.023665432676304825,constant_predictor,,,,,,,,,,,,
GAOT,D,0,D-k0,log_lambda1_positive,all,1600,400,379,0.5033968243114202,0.7686805951110842,0.6677806442096653,0.03520496700715221,0.3158247861359264,0.3119454532861705,0.023665432676304825,ok,0.257423824126773,0.08745530813979364,0.017173153191454727,0.053694137523683245,0.12121647875590405,5.457817486766827e-07,0.13009951179741144,0.01692588296992692,0.13009951179741966,1.7688445951535666e-07,0.1614109478804483,8.357665568821039e-11
GAOT,D,0,D-k0,initial_rayleigh_quotient,all,1600,400,1600,1.8019885967744893,10.283227253396591,3.7975272601485863,1.955888692457057,0.3158247861359264,0.3119454532861705,0.023665432676304825,ok,0.2916326313780363,0.006370501934709862,0.00035016734992678186,0.005682098383348548,0.007058905486071176,2.727202290695288e-54,0.526506017016561,0.2772085859546417,0.5265060170165596,8.498661212805789e-115,0.4015221168055144,4.89524300436079e-63
GAOT,D,0,D-k0,target_norm_retention,all,1600,400,1600,0.38950793534688544,0.8409387136167635,0.72541767488412,0.1120238395661907,0.3158247861359264,0.3119454532861705,0.023665432676304825,ok,0.3981860840171678,-0.1135363814982834,0.0058930740807143335,-0.12512173669044313,-0.10195102630612367,5.988300382920495e-59,-0.5374413204210836,0.28884317289596706,-0.5374413204210922,1.9472801815149103e-120,-0.4119923230438762,1.3706510487440172e-66
GAOT,D,1,D-k1,log_nk,all,1600,400,343,9.111403624116159,9.921327470664458,9.718085351035178,0.23976327767915767,0.5444526332430537,0.5255197584629056,0.05884978453330149,ok,0.7912032347083056,-0.025390865849818943,0.006285749899380134,-0.037748193152341826,-0.01303353854729606,6.427801529644165e-05,-0.1034463807733988,0.01070115369508673,-0.10344638077326151,3.387064184756828e-05,-0.1181227292398447,2.160383195090554e-06
GAOT,D,1,D-k1,beta_k,all,1600,400,4,0.0,3.0,1.9975,1.1568622244584645,0.5444526332430537,0.5255197584629056,0.05884978453330149,ok,0.5559603824772976,-0.005761075962074546,0.0012595931532821097,-0.008237344523866808,-0.003284807400282283,6.402623117095685e-06,-0.11325056167348134,0.012825689719359712,-0.11325056167348377,5.5961902558065446e-06,-0.12751246385050016,3.097523651151411e-07
