model,protocol,degree,task,variable,scope,n,n_geometries,n_unique_x,x_min,x_max,x_mean,x_sd,y_mean,y_median,y_sd,status,intercept,slope,slope_se_cluster,slope_ci95_low,slope_ci95_high,p_cluster,standardized_slope,r2,pearson_r,pearson_p,spearman_rho,spearman_p
GAOT,A,1,A-k1,log_nk,iid,800,200,193,9.477998292597036,9.649498121050817,9.58308176490093,0.034175695693235884,0.5407301406562324,0.517007946968078,0.071673221298453,ok,0.28172641822521693,0.02702718486403237,0.05001757707533616,-0.07160530357717529,0.12565967330524003,0.5895573393133584,0.012887279637003531,0.00016608197643508404,0.012887279636722399,0.7158934991227104,0.014146771898545836,0.689506059337087
GAOT,A,1,A-k1,log_nk,ood,800,200,182,9.515395652485308,9.666498594399865,9.61115029961274,0.02549377714194966,0.529760063141584,0.5092460215091701,0.06905177837929012,ok,0.1109978057478059,0.0435704618420498,0.0680519353071687,-0.09062499733575799,0.17776592101985758,0.5227445698297941,0.016086126530612005,0.00025876346673781025,0.01608612652995741,0.64961123503682,0.004746754894376799,0.8933635680787949
GAOT,A,1,A-k1,beta_k,all,1600,400,1,1.0,1.0,1.0,0.0,0.5352451018989082,0.5136508643627165,0.07056632716354239,constant_predictor,,,,,,,,,,,,
GAOT,A,1,A-k1,beta_k,iid,800,200,1,1.0,1.0,1.0,0.0,0.5407301406562324,0.517007946968078,0.071673221298453,constant_predictor,,,,,,,,,,,,
GAOT,A,1,A-k1,beta_k,ood,800,200,1,1.0,1.0,1.0,0.0,0.529760063141584,0.5092460215091701,0.06905177837929012,constant_predictor,,,,,,,,,,,,
GAOT,A,1,A-k1,beta_total,all,1600,400,1,2.0,2.0,2.0,0.0,0.5352451018989082,0.5136508643627165,0.07056632716354239,constant_predictor,,,,,,,,,,,,
GAOT,A,1,A-k1,beta_total,iid,800,200,1,2.0,2.0,2.0,0.0,0.5407301406562324,0.517007946968078,0.071673221298453,constant_predictor,,,,,,,,,,,,
GAOT,A,1,A-k1,beta_total,ood,800,200,1,2.0,2.0,2.0,0.0,0.529760063141584,0.5092460215091701,0.06905177837929012,constant_predictor,,,,,,,,,,,,
GAOT,A,1,A-k1,rho_H,all,1600,400,4,0.0,0.5,0.23611111380159855,0.19400841660345367,0.5352451018989082,0.5136508643627165,0.07056632716354239,ok,0.5951991015678096,-0.25392281923366167,0.0068346992633233124,-0.26735934107483883,-0.24048629739248453,1.338931031650916e-131,-0.6981114942377101,0.48735965838680473,-0.6981114942377074,3.94715966369462e-234,-0.8059667820441782,0.0
GAOT,A,1,A-k1,rho_H,iid,800,200,4,0.0,0.5,0.23611111380159855,0.19406911061920515,0.5407301406562324,0.517007946968078,0.071673221298453,ok,0.602400438936135,-0.2611918485621296,0.009787771837297373,-0.2804929092903081,-0.24189078783395115,1.156416736288423e-67,-0.7072274530589948,0.5001706703603106,-0.7072274530589935,2.695104119188569e-122,-0.8119715928854396,9.089656297153298e-189
