scope,task,protocol,degree,metric,median,mean,q25,q75,minimum,maximum
iid,D-k2,D,2,rho_J_error,0.5298322341128658,0.3875521719565187,0.3400542813348146,0.5857173116676745,-0.38052610238453505,0.765034031303174
ood,A-k0,A,0,rho_J_error,0.7341302916098307,0.6449645507258606,0.7092979813249709,0.7375630997079683,0.19016019556280558,0.7716386119353312
ood,A-k1,A,1,rho_J_error,0.53926278400435,0.502571992299988,0.40601033946928045,0.5907152960395251,0.3361754158990874,0.6312719785499665
ood,A-k2,A,2,rho_J_error,0.11606452119456437,0.10532676222931599,-0.002528576216525337,0.1852178167465887,-0.07247359761499629,0.3060958220247219
ood,B-k0,B,0,rho_J_error,0.6579219576905591,0.5708324544257101,0.5685301148908045,0.6757709836265371,0.16909807671574487,0.719599241561315
ood,B-k1,B,1,rho_J_error,0.45133200208125335,0.4951706135478337,0.40045137765840266,0.5978356138056466,0.38113536114900176,0.6570629954109304
ood,B-k2,B,2,rho_J_error,0.45883934974898405,0.41874700976095286,0.37462071034485994,0.5283536536775839,0.13632663488536703,0.5604038053184459
ood,C-k0,C,0,rho_J_error,0.7989069904796727,0.7079421960034313,0.7714412327206761,0.8236864022443786,0.21256753526177385,0.8430394734991774
ood,C-k1,C,1,rho_J_error,0.30009884781069973,0.2558079895437337,-0.112043852802895,0.5095765950415548,-0.34500164062756355,0.9496741244908196
ood,C-k2,C,2,rho_J_error,0.2675312187987794,0.21760731657393217,0.022781848096637657,0.42654258834779435,-0.09622154097115777,0.4460579000904689
ood,D-k0,D,0,rho_J_error,0.7611142087722013,0.6828497271089486,0.7457049307889544,0.7909727808168451,0.22253535552399303,0.8108404466256979
ood,D-k1,D,1,rho_J_error,0.4397571050892267,0.4540510805485634,0.36881915245180075,0.48875128320513006,0.34583076692307335,0.648705662040097
ood,D-k2,D,2,rho_J_error,0.1576604299381718,0.14062153612740022,0.019457174933085835,0.2700887345136477,-0.0365186586229041,0.2839727562074316
all,A-k0,A,0,rho_R_error,0.9031784543665838,0.8270817210280161,0.884217037780093,0.9208485572162334,0.403532726965909,0.9479655333849741
all,A-k1,A,1,rho_R_error,0.8527245547752168,0.8696790405187831,0.8287762793071404,0.9007982185735229,0.8180681369406786,0.9569407026308463
all,A-k2,A,2,rho_R_error,0.8061697558280296,0.828357966491692,0.7929077547979512,0.8824411594008437,0.7544481219190283,0.9070081169953582
all,B-k0,B,0,rho_R_error,0.772680647531503,0.6860352777481555,0.6150777312315358,0.7845691563258423,0.3866532555286155,0.8331216975084758
all,B-k1,B,1,rho_R_error,0.6307035354310686,0.6048079782905693,0.5130746122850048,0.7629581513592214,0.15712723227626263,0.9294055720334267
all,B-k2,B,2,rho_R_error,0.8429090167613347,0.8219625750934743,0.8115151273008311,0.8670143953181233,0.6843574811943287,0.8854999168594646
all,C-k0,C,0,rho_R_error,0.8635899481796674,0.7788958550856367,0.7767891418121649,0.889244757029202,0.3947984494291784,0.9057448850565958
all,C-k1,C,1,rho_R_error,0.5336218026842979,0.5183949783769447,0.4248195392361481,0.6871061590258435,0.14364335493881053,0.772663180727805
all,C-k2,C,2,rho_R_error,0.5138596186951636,0.5368829313995827,0.4932214153208654,0.6438196980252727,0.14271308211448522,0.8773835302279416
all,D-k0,D,0,rho_R_error,0.8280166359439984,0.7539521573055303,0.7683620169382879,0.8439006255471195,0.4015221168055144,0.868485122455126
all,D-k1,D,1,rho_R_error,0.6220786756166703,0.6039103873721792,0.4245483342962244,0.8093434828707983,0.22603035684779565,0.922804643673689
all,D-k2,D,2,rho_R_error,0.6842736232514153,0.5418662565883815,0.465735729779582,0.7540589312730201,-0.14052537520522468,0.8529652023301573
iid,A-k0,A,0,rho_R_error,0.9014251662893225,0.8250343438036624,0.884585882165441,0.9135706090947018,0.4068863701349533,0.9438774826210667
iid,A-k1,A,1,rho_R_error,0.8643547411792832,0.8787999356248996,0.841455939774906,0.9031982628097858,0.8339219905031102,0.960199031560987
