model,protocol,degree,task,scope,n,rho_J_error,p_J_error,rho_R_error,p_R_error,rho_q_error,p_q_error,rho_R_q,partial_rho_J_error_given_R,partial_p_J_error_given_R,partial_rho_J_error_given_q,partial_p_J_error_given_q,partial_rho_J_error_given_R_q,partial_p_J_error_given_R_q,rank_R2_R,rank_R2_q,rank_R2_R_q,rank_R2_R_J,rank_R2_q_J,rank_R2_R_q_J,J_median,J_q25,J_q75,delta_rank_R2_J_over_R,delta_rank_R2_J_over_q,delta_rank_R2_J_over_R_q
GAOT,B,0,B-k0,iid,800,0.16478622622847852,2.790884382180339e-06,0.34890220922220194,2.5781903126840303e-24,-0.3591722565191509,9.082709730266209e-26,-0.9954332897395154,-0.23157328445462638,3.357640909149752e-11,-0.22015384831076862,3.08312133751485e-10,-0.19878177506032146,1.4255931579041965e-08,0.1217327516001332,0.12900470985305879,0.13717734224339317,0.16883087448473688,0.1712198630198155,0.17127108421252824,0.029777172348442127,0.013088453662892019,0.06283039020625204,0.04709812288460369,0.042215153166756725,0.03409374196913506
GAOT,B,0,B-k0,ood,800,0.16909807671574487,1.509176105545395e-06,0.4164024084412632,6.784182426772723e-35,-0.41765200414375653,4.0887620233556305e-35,-0.9962351347423981,-0.26434741203909373,2.9431790523444766e-14,-0.2358277178988351,1.4255043281759119e-11,-0.2752800498662562,2.2344912458447733e-15,0.17339096575568458,0.17443319656529632,0.17444706179135905,0.23115403660916034,0.22034685701211043,0.2370067252842566,0.03275522035153984,0.014575797434962873,0.06733044869893397,0.05776307085347576,0.04591366044681411,0.06255966349289754
GAOT,B,1,B-k1,all,1600,0.6322957220629987,2.2828606543790067e-179,0.770812721096873,3.126797284e-315,-0.609398114957319,2.7201012778321565e-163,-0.9292929489425581,0.4269717210355086,6.745611960957273e-72,0.6407616171735883,1.1618409319392176e-185,0.11134660518574807,8.034161662435462e-06,0.5941522510047658,0.37136606251353366,0.6779433310298207,0.6681402642370875,0.6294677243092874,0.6819362110240985,0.40928451995755444,0.3397323415008917,0.49921287746002996,0.07398801323232174,0.2581016617957538,0.003992879994277776
GAOT,B,1,B-k1,iid,800,0.608350950206666,3.781030769914922e-82,0.6761394901172081,5.658708044845314e-108,-0.46982290872616356,3.6280610331338957e-45,-0.9183045051632893,0.47940286508895374,3.2885523150504604e-47,0.6383272180022008,9.095908450097065e-93,0.11723099763812646,0.0008935232000539055,0.4571646100959582,0.220733565563913,0.6028086536500109,0.5819228973649471,0.5382547427873112,0.6082672967458064,0.4255318183212533,0.35170924693673977,0.508701444397996,0.12475828726898885,0.31752117722339823,0.005458643095795468
GAOT,B,1,B-k1,ood,800,0.6570629954109304,5.003549478196699e-100,0.9133882709191734,1.053382286e-313,-0.7757593058739156,1.0000688892704579e-161,-0.9315524321131752,0.35949110556819786,8.170395505764304e-26,0.69227596647307,3.518390330515431e-115,-0.10131345196353546,0.0041244898999968005,0.8342781334527172,0.6018025006499792,0.8769486812628356,0.855695009121542,0.7926370649011729,0.8782117311321778,0.397050778453767,0.3228559770153962,0.48172198978578223,0.021416875668824775,0.19083456425119372,0.0012630498693421144
GAOT,B,2,B-k2,all,1600,0.8340764104063687,0.0,0.8854999168594646,0.0,-0.167751878639224,1.4508270755974288e-11,-0.251315989771871,0.17231625332577236,3.942405216187046e-12,0.8750364915714639,0.0,0.13220424701445896,1.1123170863864112e-07,0.7841101027581185,0.02814069278698894,0.7873142453331031,0.7905204979795154,0.7722825393444959,0.7910315590686252,0.6392214349539931,0.3611294841049666,0.9983249486924626,0.0064103952213968585,0.7441418465575069,0.0037173137355220875
GAOT,B,2,B-k2,iid,800,0.8835840446625699,3.650972935629056e-265,0.8573885662321349,2.0759550093621214e-232,-0.2841026939104592,2.559135898259327e-16,-0.5803430552235238,0.6050235912377644,4.864893323290444e-81,0.8939637160116489,2.123155991614058e-280,0.3827806687097085,2.5744274810305276e-29,0.7351151535055958,0.08071434068718009,0.8038307951933025,0.8320771908344173,0.8153808957379112,0.832573711163829,0.37669609851004604,0.2310042017417676,0.5899496737126897,0.09696203732882158,0.7346665550507311,0.028742915970526473
GAOT,B,2,B-k2,ood,800,0.5484737007401574,5.0183506870707354e-64,0.7307910402985006,1.7859204135004214e-134,-0.3585105914227991,1.1309659499418171e-25,-0.2713286270759798,-0.2738519009387208,3.1502442392611404e-15,0.663242028481748,1.5470447560695932e-102,-0.12873570463410489,0.0002615233608967502,0.5340555445805646,0.12852984416232527,0.561768113250803,0.5689989854821706,0.5118808408564126,0.5690308784441193,0.915423808984224,0.685322258115284,1.227377195817154,0.03494344090160606,0.38335099669408734,0.007262765193316256
GAOT,C,0,C-k0,all,1600,0.22958113525843749,1.39699478998654e-20,0.3947984494291784,8.035804471705078e-61,-0.39638840903579586,2.431082541736972e-61,-0.9987891948395293,-0.22978743184141256,1.288540548381038e-20,-0.2211913854281452,3.495898147087467e-19,-0.2258487295199329,5.946506596689376e-20,0.15586581567168345,0.15712377081792928,0.15763288230763106,0.2004380115824269,0.19836202048937734,0.20060004826078415,0.03430347642815994,0.014050822173498491,0.07378847334816988,0.04457219591074346,0.04123824967144807,0.042967165953153086
GAOT,C,0,C-k0,iid,800,0.24624861132595524,1.62810794872174e-12,0.42681183876849815,9.355448096522751e-37,-0.42871370111515805,4.207897092928776e-37,-0.9988467325730197,-0.22841421550647328,6.274989347073791e-11,-0.22084216529326223,2.706512087572712e-10,-0.22200054168948163,2.171542427823366e-10,0.1821683457129466,0.18379543752385707,0.18465474927798975,0.2248371206485681,0.22360276406264634,0.2248384207136046,0.0361734059734302,0.014531265110079607,0.07438755495151401,0.04266877493562149,0.03980732653878927,0.040183671435614854
GAOT,C,0,C-k0,ood,800,0.21256753526177385,1.2597611355615332e-09,0.36317477839809126,2.384138893959864e-26,-0.36570554016490653,1.0133764315323625e-26,-0.9987253495708588,-0.23032339436150873,4.304885317826637e-11,-0.22371977724071165,1.5625816288629422e-10,-0.22189198818197475,2.2169379617136877e-10,0.13189591966450276,0.13374054210730602,0.1354136885622701,0.17794785668777235,0.17709729465360957,0.17798250724244302,0.03207794106716522,0.013743558288018806,0.0730414480970383,0.046051937023269596,0.043356752546303556,0.042568818680172926
GAOT,C,1,C-k1,all,1600,0.8366958385530621,0.0,0.14364335493881053,7.871070479531989e-09,0.3995640359625141,2.188757276462291e-62,-0.7348372206395395,0.8334953874892446,0.0,0.8029907729597123,0.0,0.5455634280749612,9.207174726310088e-125,0.020633413418077007,0.15965141883465317,0.575278652844055,0.7010136416399572,0.7015032943669214,0.7016924827361641,0.38049596193983204,0.3117889280467877,0.46832381600280937,0.6803802282218802,0.5418518755322682,0.12641382989210914
GAOT,C,1,C-k1,iid,800,0.773199669061983,5.227275037601215e-160,0.16724716757369934,1.96871857506672e-06,0.3411033220364407,3.015990327374956e-23,-0.7231047001635941,0.7657343882026051,4.0112100951803985e-155,0.7382364500337477,1.3531525889013787e-138,0.48328220834159047,4.69074849606462e-48,0.027971615061425092,0.11635147630429565,0.47540965636536237,0.5979196355304139,0.5979337858031024,0.5979338651034116,0.39674682802795425,0.3267425167327833,0.49174573977353203,0.5699480204689888,0.48158230949880676,0.12252420873804926
GAOT,C,1,C-k1,ood,800,0.9496741244908196,0.0,0.14749984765601196,2.8101273547176068e-05,0.4543282333253646,5.3622102352021765e-42,-0.7526643322880193,0.9486109140943689,0.0,0.9366305024138791,0.0,0.775861683308797,8.527700031853995e-162,0.021756205058546696,0.20641414359654697,0.7590546447292761,0.9020412747041,0.9026085233229969,0.9040944364562309,0.3648579708905231,0.29834421484328194,0.4439330873950113,0.8802850696455533,0.6961943797264499,0.1450397917269548
GAOT,C,2,C-k2,all,1600,0.6653463038462124,4.080764738761095e-205,0.14271308211448522,9.841853390957683e-09,0.18825878642921345,3.13911616986178e-14,-0.8437589370152099,0.6709628447321626,7.984184243006745e-210,0.6620031107188538,2.3171834797529996e-202,0.4127984095851315,7.212787483696722e-67,0.020367023806615814,0.035441370667800176,0.3511182090094892,0.4613891091719259,0.4581573752534197,0.46168930589001633,0.8992186385424108,0.5346233753835151,1.1306250178464852,0.44102208536531007,0.42271600458561953,0.11057109688052713
GAOT,C,2,C-k2,iid,800,0.8013811505955479,2.7762957939732926e-180,-0.11185048726638637,0.001531695019893238,0.43368829482546073,5.0805761786857e-38,-0.8536181931534269,0.7990512186023173,1.7432274731094557e-178,0.749577485220082,3.772060708913322e-145,0.6122098762105952,1.8806658645038582e-83,0.012510531501728095,0.18808553706861564,0.4340781637250569,0.6430056216439655,0.6442729986185391,0.646186195699878,0.7201685808129796,0.2831087248535176,0.966256452261441,0.6304950901422374,0.4561874615499235,0.2121080319748211
GAOT,C,2,C-k2,ood,800,0.3834788569982141,2.0010015881321306e-29,0.41632213487833575,7.007974351261462e-35,-0.29247673824490356,3.0430533746867025e-17,-0.910319172373707,0.34614030568121246,6.209159802948735e-24,0.4479714081794657,9.623166807934287e-41,0.268714531913316,1.0658295054491105e-14,0.17332411998965513,0.0855426424143777,0.21700786700990504,0.2723707291418147,0.2690544658422179,0.27354577118766044,1.0332497087189123,0.8386838553702052,1.2621302581758351,0.09904660915215957,0.18351182342784023,0.056537904177755394
